STORE_NBR,YEARMONTH,Ventas,Unidades,Clientes,Transacciones,Frecuencia,ChipsPorTransaccion,PrecioPromedio,Fecha
73,201901,301.1,87,46,46,1.0,1.891304347826087,3.4609195402298853,2019-01-01
73,201902,296.5,84,43,44,1.0232558139534884,1.9090909090909092,3.5297619047619047,2019-02-01
73,201903,296.2,83,45,46,1.0222222222222221,1.8043478260869565,3.5686746987951805,2019-03-01
73,201904,317.4,93,48,49,1.0208333333333333,1.8979591836734695,3.4129032258064513,2019-04-01
73,201905,289.1,73,36,39,1.0833333333333333,1.8717948717948718,3.96027397260274,2019-05-01
73,201906,295.3,85,43,46,1.069767441860465,1.8478260869565217,3.4741176470588235,2019-06-01
74,201807,190.2,55,40,42,1.05,1.3095238095238095,3.458181818181818,2018-07-01
74,201808,120.6,33,29,30,1.0344827586206897,1.1,3.6545454545454543,2018-08-01
74,201809,156.4,46,34,36,1.0588235294117647,1.2777777777777777,3.4,2018-09-01
74,201810,194.3,56,41,44,1.0731707317073171,1.2727272727272727,3.4696428571428575,2018-10-01
74,201811,125.4,38,32,32,1.0,1.1875,3.3000000000000003,2018-11-01
74,201812,167.5,46,36,36,1.0,1.2777777777777777,3.641304347826087,2018-12-01
74,201901,179.8,50,38,39,1.0263157894736843,1.2820512820512822,3.596,2019-01-01
74,201902,164.0,44,35,35,1.0,1.2571428571428571,3.727272727272727,2019-02-01
74,201903,164.3,45,34,36,1.0588235294117647,1.25,3.651111111111111,2019-03-01
74,201904,139.8,39,27,27,1.0,1.4444444444444444,3.5846153846153848,2019-04-01
74,201905,206.0,56,36,37,1.0277777777777777,1.5135135135135136,3.6785714285714284,2019-05-01
74,201906,226.5,64,47,51,1.0851063829787233,1.2549019607843137,3.5390625,2019-06-01
75,201807,1021.1,235,95,118,1.2421052631578948,1.9915254237288136,4.345106382978724,2018-07-01
75,201808,1014.3,230,105,125,1.1904761904761905,1.84,4.41,2018-08-01
75,201809,1049.6,239,100,119,1.19,2.008403361344538,4.3916317991631795,2018-09-01
75,201810,1153.6,268,116,135,1.1637931034482758,1.9851851851851852,4.304477611940298,2018-10-01
75,201811,1126.8,249,104,122,1.1730769230769231,2.040983606557377,4.525301204819277,2018-11-01
75,201812,975.6,222,95,110,1.1578947368421053,2.018181818181818,4.394594594594595,2018-12-01
75,201901,1097.2,248,105,124,1.180952380952381,2.0,4.424193548387097,2019-01-01
75,201902,936.0,210,92,105,1.141304347826087,2.0,4.457142857142857,2019-02-01
75,201903,860.8000000000001,204,92,103,1.1195652173913044,1.9805825242718447,4.219607843137255,2019-03-01
75,201904,1129.1,255,105,128,1.2190476190476192,1.9921875,4.427843137254902,2019-04-01
75,201905,976.4,221,97,113,1.1649484536082475,1.9557522123893805,4.4180995475113125,2019-05-01
75,201906,989.2,230,99,114,1.1515151515151516,2.017543859649123,4.300869565217392,2019-06-01
76,201810,6.0,2,1,1,1.0,2.0,3.0,2018-10-01
77,201807,268.4,77,47,51,1.0851063829787233,1.5098039215686274,3.4857142857142853,2018-07-01
77,201808,247.5,71,46,46,1.0,1.5434782608695652,3.4859154929577465,2018-08-01
77,201809,216.8,66,40,42,1.05,1.5714285714285714,3.284848484848485,2018-09-01
77,201810,194.3,50,36,37,1.0277777777777777,1.3513513513513513,3.886,2018-10-01
77,201811,224.9,63,39,42,1.0769230769230769,1.5,3.56984126984127,2018-11-01
77,201812,255.20000000000002,67,43,44,1.0232558139534884,1.5227272727272727,3.8089552238805973,2018-12-01
77,201901,188.4,58,31,35,1.1290322580645162,1.6571428571428573,3.2482758620689656,2019-01-01
77,201902,211.6,67,40,40,1.0,1.675,3.1582089552238806,2019-02-01
77,201903,255.1,76,46,51,1.108695652173913,1.4901960784313726,3.356578947368421,2019-03-01
77,201904,258.1,76,47,47,1.0,1.6170212765957446,3.396052631578948,2019-04-01
77,201905,272.3,78,53,54,1.0188679245283019,1.4444444444444444,3.491025641025641,2019-05-01
77,201906,246.6,65,38,39,1.0263157894736843,1.6666666666666667,3.793846153846154,2019-06-01
78,201807,753.0,214,82,105,1.2804878048780488,2.038095238095238,3.5186915887850465,2018-07-01
78,201808,742.5,206,83,107,1.2891566265060241,1.925233644859813,3.604368932038835,2018-08-01
78,201809,761.4,212,93,106,1.1397849462365592,2.0,3.591509433962264,2018-09-01
78,201810,810.0,238,90,119,1.3222222222222222,2.0,3.403361344537815,2018-10-01
78,201811,706.0,208,85,104,1.223529411764706,2.0,3.394230769230769,2018-11-01
78,201812,662.8000000000001,188,76,94,1.236842105263158,2.0,3.5255319148936173,2018-12-01
78,201901,712.0,198,81,99,1.2222222222222223,2.0,3.595959595959596,2019-01-01
78,201902,649.6,176,75,88,1.1733333333333333,2.0,3.690909090909091,2019-02-01
78,201903,742.4,210,88,104,1.1818181818181819,2.019230769230769,3.5352380952380953,2019-03-01
78,201904,678.4,192,78,96,1.2307692307692308,2.0,3.533333333333333,2019-04-01
78,201905,799.35,227,92,117,1.2717391304347827,1.9401709401709402,3.52136563876652,2019-05-01
78,201906,720.6,206,89,103,1.1573033707865168,2.0,3.4980582524271844,2019-06-01
79,201807,998.5,227,105,117,1.1142857142857143,1.9401709401709402,4.398678414096916,2018-07-01
79,201808,878.15,206,98,114,1.163265306122449,1.8070175438596492,4.262864077669903,2018-08-01
79,201809,1078.9,252,111,129,1.162162162162162,1.9534883720930232,4.281349206349207,2018-09-01
79,201810,915.5,206,97,105,1.0824742268041236,1.9619047619047618,4.444174757281553,2018-10-01
79,201811,1016.8,234,99,123,1.2424242424242424,1.9024390243902438,4.345299145299145,2018-11-01
79,201812,873.2,202,94,102,1.0851063829787233,1.9803921568627452,4.322772277227723,2018-12-01
79,201901,912.9,209,99,110,1.1111111111111112,1.9,4.367942583732058,2019-01-01
79,201902,943.8,213,95,111,1.168421052631579,1.9189189189189189,4.430985915492958,2019-02-01
79,201903,859.7,198,89,102,1.146067415730337,1.9411764705882353,4.341919191919192,2019-03-01
79,201904,935.9,210,96,110,1.1458333333333333,1.9090909090909092,4.456666666666667,2019-04-01
79,201905,851.25,193,93,103,1.10752688172043,1.8737864077669903,4.410621761658031,2019-05-01
79,201906,832.2,183,86,96,1.1162790697674418,1.90625,4.547540983606558,2019-06-01
80,201807,943.2,220,99,115,1.1616161616161615,1.9130434782608696,4.287272727272727,2018-07-01
80,201808,871.2,201,98,111,1.1326530612244898,1.8108108108108107,4.334328358208955,2018-08-01
80,201809,984.6,226,99,118,1.1919191919191918,1.9152542372881356,4.356637168141593,2018-09-01
80,201810,1038.8,235,113,126,1.1150442477876106,1.8650793650793651,4.420425531914893,2018-10-01
80,201811,790.4,176,80,90,1.125,1.9555555555555555,4.490909090909091,2018-11-01
80,201812,832.4,190,92,101,1.0978260869565217,1.881188118811881,4.381052631578947,2018-12-01
80,201901,926.7,214,103,115,1.116504854368932,1.8608695652173912,4.3303738317757015,2019-01-01
80,201902,873.6,195,93,104,1.118279569892473,1.875,4.48,2019-02-01
80,201903,922.2,207,101,111,1.099009900990099,1.864864864864865,4.455072463768116,2019-03-01
80,201904,841.7,191,87,100,1.1494252873563218,1.91,4.406806282722513,2019-04-01
80,201905,853.5,191,91,107,1.1758241758241759,1.7850467289719627,4.468586387434555,2019-05-01
80,201906,975.9,228,109,119,1.091743119266055,1.915966386554622,4.280263157894737,2019-06-01
81,201807,1164.5,269,114,137,1.2017543859649122,1.9635036496350364,4.328996282527881,2018-07-01
81,201808,1017.2,234,105,125,1.1904761904761905,1.872,4.3470085470085476,2018-08-01
81,201809,1276.0,286,121,144,1.1900826446280992,1.9861111111111112,4.461538461538462,2018-09-01
81,201810,943.2,217,98,110,1.1224489795918366,1.9727272727272727,4.346543778801844,2018-10-01
81,201811,1031.9,235,99,117,1.1818181818181819,2.0085470085470085,4.391063829787234,2018-11-01
81,201812,1258.0,292,121,146,1.2066115702479339,2.0,4.308219178082192,2018-12-01
81,201901,1095.2,248,105,124,1.180952380952381,2.0,4.416129032258064,2019-01-01
81,201902,1100.9,243,105,122,1.161904761904762,1.9918032786885247,4.53045267489712,2019-02-01
81,201903,1166.4,264,107,133,1.2429906542056075,1.9849624060150375,4.418181818181819,2019-03-01
81,201904,1070.5,246,103,122,1.1844660194174756,2.0163934426229506,4.3516260162601625,2019-04-01
81,201905,1095.95,246,115,129,1.1217391304347826,1.9069767441860466,4.455081300813008,2019-05-01
81,201906,1259.9,287,117,142,1.2136752136752136,2.0211267605633805,4.3898954703832755,2019-06-01
82,201807,312.5,87,42,45,1.0714285714285714,1.9333333333333333,3.5919540229885056,2018-07-01
82,201808,292.8,78,37,41,1.1081081081081081,1.9024390243902438,3.753846153846154,2018-08-01
82,201809,316.7,87,42,44,1.0476190476190477,1.9772727272727273,3.640229885057471,2018-09-01
82,201810,285.3,82,40,42,1.05,1.9523809523809523,3.479268292682927,2018-10-01
82,201811,321.3,98,48,50,1.0416666666666667,1.96,3.2785714285714285,2018-11-01
82,201812,301.3,83,41,42,1.024390243902439,1.9761904761904763,3.630120481927711,2018-12-01
82,201901,340.5,96,45,49,1.0888888888888888,1.9591836734693877,3.546875,2019-01-01
82,201902,254.8,73,39,39,1.0,1.8717948717948718,3.4904109589041097,2019-02-01
82,201903,387.6,110,50,56,1.12,1.9642857142857142,3.523636363636364,2019-03-01
82,201904,312.7,97,49,49,1.0,1.9795918367346939,3.2237113402061857,2019-04-01
82,201905,389.9,99,47,51,1.0851063829787233,1.9411764705882353,3.9383838383838383,2019-05-01
82,201906,391.4,106,51,54,1.0588235294117647,1.962962962962963,3.692452830188679,2019-06-01
83,201807,738.6,214,89,106,1.1910112359550562,2.018867924528302,3.451401869158879,2018-07-01
83,201808,706.2,199,93,106,1.1397849462365592,1.8773584905660377,3.548743718592965,2018-08-01
83,201809,792.6,218,85,109,1.2823529411764707,2.0,3.6357798165137614,2018-09-01
83,201810,721.8,220,82,109,1.329268292682927,2.018348623853211,3.2809090909090908,2018-10-01
83,201811,748.0,212,87,102,1.1724137931034482,2.0784313725490198,3.5283018867924527,2018-11-01
83,201812,874.8,260,105,130,1.2380952380952381,2.0,3.3646153846153846,2018-12-01
83,201901,833.6,248,95,123,1.2947368421052632,2.016260162601626,3.361290322580645,2019-01-01
83,201902,716.4,196,83,98,1.180722891566265,2.0,3.6551020408163266,2019-02-01
83,201903,762.6,218,90,108,1.2,2.0185185185185186,3.498165137614679,2019-03-01
83,201904,764.0,214,85,105,1.2352941176470589,2.038095238095238,3.5700934579439254,2019-04-01
83,201905,769.5,216,87,109,1.2528735632183907,1.981651376146789,3.5625,2019-05-01
83,201906,833.4,228,86,113,1.313953488372093,2.017699115044248,3.6552631578947365,2019-06-01
84,201807,470.6,110,52,55,1.0576923076923077,2.0,4.278181818181818,2018-07-01
84,201808,423.6,96,50,50,1.0,1.92,4.4125000000000005,2018-08-01
84,201809,395.8,88,44,44,1.0,2.0,4.497727272727273,2018-09-01
84,201810,443.0,100,47,50,1.0638297872340425,2.0,4.43,2018-10-01
84,201811,438.6,98,47,49,1.0425531914893618,2.0,4.475510204081633,2018-11-01
84,201812,486.4,112,51,56,1.0980392156862746,2.0,4.3428571428571425,2018-12-01
84,201901,402.0,94,43,47,1.0930232558139534,2.0,4.276595744680851,2019-01-01
84,201902,314.6,76,35,38,1.0857142857142856,2.0,4.139473684210526,2019-02-01
84,201903,322.2,74,36,37,1.0277777777777777,2.0,4.354054054054054,2019-03-01
84,201904,404.2,94,43,47,1.0930232558139534,2.0,4.3,2019-04-01
84,201905,514.9,114,55,58,1.0545454545454545,1.9655172413793103,4.516666666666667,2019-05-01
84,201906,454.0,100,45,50,1.1111111111111112,2.0,4.54,2019-06-01
85,201807,10.9,3,2,2,1.0,1.5,3.6333333333333333,2018-07-01
86,201807,851.0,239,94,120,1.2765957446808511,1.9916666666666667,3.5606694560669454,2018-07-01
86,201808,726.85,203,92,104,1.1304347826086956,1.9519230769230769,3.5805418719211826,2018-08-01
86,201809,855.0,242,100,120,1.2,2.0166666666666666,3.5330578512396693,2018-09-01
86,201810,898.8,260,105,130,1.2380952380952381,2.0,3.4569230769230765,2018-10-01
86,201811,851.2,238,95,118,1.2421052631578948,2.016949152542373,3.5764705882352943,2018-11-01
86,201812,812.2,230,93,115,1.2365591397849462,2.0,3.531304347826087,2018-12-01
86,201901,800.6,242,89,120,1.348314606741573,2.0166666666666666,3.3082644628099174,2019-01-01
86,201902,872.8,261,105,130,1.2380952380952381,2.0076923076923077,3.3440613026819923,2019-02-01
86,201903,945.4,256,108,127,1.1759259259259258,2.015748031496063,3.69296875,2019-03-01
86,201904,804.0,240,99,119,1.202020202020202,2.0168067226890756,3.35,2019-04-01
86,201905,826.9,236,99,117,1.1818181818181819,2.017094017094017,3.5038135593220336,2019-05-01
86,201906,766.0,220,92,109,1.184782608695652,2.018348623853211,3.481818181818182,2019-06-01
87,201807,274.2,62,34,35,1.0294117647058822,1.7714285714285714,4.422580645161291,2018-07-01
87,201808,285.9,66,36,37,1.0277777777777777,1.7837837837837838,4.331818181818181,2018-08-01
87,201809,294.2,66,39,40,1.0256410256410255,1.65,4.457575757575757,2018-09-01
87,201810,355.4,81,44,47,1.0681818181818181,1.7234042553191489,4.387654320987654,2018-10-01
87,201811,259.6,62,37,39,1.054054054054054,1.5897435897435896,4.187096774193549,2018-11-01
87,201812,414.8,91,51,53,1.0392156862745099,1.7169811320754718,4.558241758241758,2018-12-01
87,201901,333.1,77,41,44,1.0731707317073171,1.75,4.325974025974026,2019-01-01
87,201902,294.2,66,37,40,1.0810810810810811,1.65,4.457575757575757,2019-02-01
87,201903,307.3,69,35,39,1.1142857142857143,1.7692307692307692,4.453623188405797,2019-03-01
87,201904,266.4,58,30,34,1.1333333333333333,1.7058823529411764,4.593103448275862,2019-04-01
87,201905,322.7,75,46,47,1.0217391304347827,1.5957446808510638,4.302666666666666,2019-05-01
87,201906,323.7,78,41,43,1.048780487804878,1.813953488372093,4.1499999999999995,2019-06-01
88,201807,1218.2,288,124,144,1.1612903225806452,2.0,4.229861111111111,2018-07-01
88,201808,1242.2,287,125,150,1.2,1.9133333333333333,4.32822299651568,2018-08-01
88,201809,1361.8,306,121,151,1.2479338842975207,2.0264900662251657,4.450326797385621,2018-09-01
88,201810,1270.8,300,120,147,1.225,2.0408163265306123,4.236,2018-10-01
88,201811,1311.4,300,123,149,1.2113821138211383,2.0134228187919465,4.371333333333333,2018-11-01
88,201812,1213.0,276,120,137,1.1416666666666666,2.0145985401459856,4.394927536231884,2018-12-01
88,201901,1215.4,282,115,140,1.2173913043478262,2.0142857142857142,4.309929078014185,2019-01-01
88,201902,1339.6,302,122,150,1.2295081967213115,2.013333333333333,4.435761589403973,2019-02-01
88,201903,1467.0,338,133,168,1.263157894736842,2.011904761904762,4.340236686390533,2019-03-01
88,201904,1317.0,300,119,150,1.2605042016806722,2.0,4.39,2019-04-01
88,201905,1236.85,285,123,147,1.1951219512195121,1.9387755102040816,4.339824561403509,2019-05-01
88,201906,1252.6,280,113,138,1.2212389380530972,2.028985507246377,4.473571428571428,2019-06-01
89,201807,178.3,49,41,42,1.024390243902439,1.1666666666666667,3.638775510204082,2018-07-01
89,201808,175.2,52,43,44,1.0232558139534884,1.1818181818181819,3.369230769230769,2018-08-01
89,201809,171.9,49,39,40,1.0256410256410255,1.225,3.5081632653061225,2018-09-01
89,201810,251.5,77,53,55,1.0377358490566038,1.4,3.2662337662337664,2018-10-01
89,201811,173.4,55,40,42,1.05,1.3095238095238095,3.152727272727273,2018-11-01
89,201812,116.3,35,28,29,1.0357142857142858,1.206896551724138,3.322857142857143,2018-12-01
89,201901,213.3,62,46,49,1.065217391304348,1.2653061224489797,3.4403225806451614,2019-01-01
89,201902,130.6,38,28,30,1.0714285714285714,1.2666666666666666,3.4368421052631577,2019-02-01
89,201903,248.0,75,54,57,1.0555555555555556,1.3157894736842106,3.3066666666666666,2019-03-01
89,201904,158.0,44,35,38,1.0857142857142856,1.1578947368421053,3.590909090909091,2019-04-01
89,201905,217.0,62,44,46,1.0454545454545454,1.3478260869565217,3.5,2019-05-01
89,201906,174.2,50,39,41,1.0512820512820513,1.2195121951219512,3.484,2019-06-01
90,201807,215.0,62,39,39,1.0,1.5897435897435896,3.467741935483871,2018-07-01
90,201808,219.3,62,36,37,1.0277777777777777,1.6756756756756757,3.5370967741935484,2018-08-01
90,201809,131.4,41,24,24,1.0,1.7083333333333333,3.204878048780488,2018-09-01
90,201810,309.1,85,52,54,1.0384615384615385,1.5740740740740742,3.6364705882352943,2018-10-01
90,201811,226.2,66,35,38,1.0857142857142856,1.736842105263158,3.4272727272727272,2018-11-01
90,201812,229.7,72,39,43,1.1025641025641026,1.6744186046511629,3.1902777777777778,2018-12-01
90,201901,285.8,79,45,47,1.0444444444444445,1.6808510638297873,3.617721518987342,2019-01-01
90,201902,240.0,69,40,42,1.05,1.6428571428571428,3.4782608695652173,2019-02-01
90,201903,294.6,82,49,52,1.0612244897959184,1.5769230769230769,3.5926829268292684,2019-03-01
90,201904,232.6,63,37,40,1.0810810810810811,1.575,3.692063492063492,2019-04-01
90,201905,263.3,80,41,44,1.0731707317073171,1.8181818181818181,3.2912500000000002,2019-05-01
90,201906,255.0,68,39,43,1.1025641025641026,1.5813953488372092,3.75,2019-06-01
91,201807,807.3,185,83,96,1.1566265060240963,1.9270833333333333,4.363783783783783,2018-07-01
91,201808,819.2,187,86,97,1.127906976744186,1.9278350515463918,4.380748663101604,2018-08-01
91,201809,938.9,212,94,107,1.1382978723404256,1.9813084112149533,4.42877358490566,2018-09-01
91,201810,795.7,182,81,94,1.1604938271604939,1.9361702127659575,4.371978021978022,2018-10-01
91,201811,865.3,200,93,104,1.118279569892473,1.9230769230769231,4.326499999999999,2018-11-01
91,201812,805.6,177,84,91,1.0833333333333333,1.945054945054945,4.551412429378531,2018-12-01
91,201901,774.7,179,84,93,1.1071428571428572,1.924731182795699,4.327932960893855,2019-01-01
91,201902,822.9,179,77,90,1.1688311688311688,1.988888888888889,4.597206703910614,2019-02-01
91,201903,827.1,190,87,98,1.1264367816091954,1.9387755102040816,4.353157894736842,2019-03-01
91,201904,846.5,193,85,101,1.188235294117647,1.9108910891089108,4.3860103626943,2019-04-01
91,201905,1006.7,228,106,122,1.150943396226415,1.8688524590163935,4.415350877192982,2019-05-01
91,201906,952.1,216,98,113,1.153061224489796,1.9115044247787611,4.407870370370371,2019-06-01
92,201903,9.2,2,1,1,1.0,2.0,4.6,2019-03-01
93,201807,971.4,268,104,132,1.2692307692307692,2.0303030303030303,3.6246268656716416,2018-07-01
93,201808,922.6,260,103,137,1.3300970873786409,1.897810218978102,3.5484615384615386,2018-08-01
93,201809,1075.6,314,122,156,1.278688524590164,2.0128205128205128,3.4254777070063693,2018-09-01
93,201810,998.2,284,109,141,1.2935779816513762,2.0141843971631204,3.5147887323943663,2018-10-01
93,201811,884.4,260,96,129,1.34375,2.0155038759689923,3.4015384615384616,2018-11-01
93,201812,1146.4,316,122,157,1.2868852459016393,2.0127388535031847,3.627848101265823,2018-12-01
93,201901,900.6,256,97,126,1.2989690721649485,2.0317460317460316,3.51796875,2019-01-01
93,201902,916.4,252,101,125,1.2376237623762376,2.016,3.6365079365079365,2019-02-01
93,201903,974.6,274,108,137,1.2685185185185186,2.0,3.5569343065693433,2019-03-01
93,201904,1015.0,286,121,143,1.1818181818181819,2.0,3.5489510489510487,2019-04-01
93,201905,1030.6,298,114,152,1.3333333333333333,1.9605263157894737,3.458389261744966,2019-05-01
93,201906,1072.0,304,114,152,1.3333333333333333,2.0,3.526315789473684,2019-06-01
94,201807,863.2,242,99,121,1.2222222222222223,2.0,3.5669421487603308,2018-07-01
94,201808,1082.15,295,115,148,1.2869565217391303,1.9932432432432432,3.668305084745763,2018-08-01
94,201809,935.0,268,105,133,1.2666666666666666,2.0150375939849625,3.4888059701492535,2018-09-01
94,201810,965.2,258,100,129,1.29,2.0,3.7410852713178295,2018-10-01
94,201811,906.3,263,99,130,1.3131313131313131,2.023076923076923,3.4460076045627375,2018-11-01
94,201812,836.2,232,96,116,1.2083333333333333,2.0,3.6043103448275864,2018-12-01
94,201901,897.2,256,101,127,1.2574257425742574,2.015748031496063,3.5046875,2019-01-01
94,201902,803.4,230,93,113,1.2150537634408602,2.0353982300884956,3.4930434782608693,2019-02-01
94,201903,901.4,260,110,129,1.1727272727272726,2.0155038759689923,3.4669230769230768,2019-03-01
94,201904,855.2,246,92,123,1.3369565217391304,2.0,3.4764227642276424,2019-04-01
94,201905,874.5,267,102,134,1.3137254901960784,1.992537313432836,3.2752808988764044,2019-05-01
94,201906,695.8,200,89,100,1.1235955056179776,2.0,3.4789999999999996,2019-06-01
95,201807,1022.8,233,97,116,1.1958762886597938,2.0086206896551726,4.38969957081545,2018-07-01
95,201808,1144.85,264,117,136,1.1623931623931625,1.9411764705882353,4.33655303030303,2018-08-01
95,201809,1058.0,238,102,117,1.1470588235294117,2.034188034188034,4.445378151260504,2018-09-01
95,201810,1114.2,251,111,126,1.135135135135135,1.992063492063492,4.439043824701195,2018-10-01
95,201811,1073.2,247,107,123,1.1495327102803738,2.008130081300813,4.344939271255061,2018-11-01
95,201812,1048.2,240,105,120,1.1428571428571428,2.0,4.367500000000001,2018-12-01
95,201901,1015.1,234,102,117,1.1470588235294117,2.0,4.338034188034188,2019-01-01
95,201902,1032.2,240,106,121,1.1415094339622642,1.9834710743801653,4.300833333333333,2019-02-01
95,201903,1213.5,290,115,144,1.2521739130434784,2.013888888888889,4.18448275862069,2019-03-01
95,201904,1092.6,256,111,128,1.1531531531531531,2.0,4.26796875,2019-04-01
95,201905,1106.85,253,111,132,1.1891891891891893,1.9166666666666667,4.37490118577075,2019-05-01
95,201906,1101.5,253,110,127,1.1545454545454545,1.9921259842519685,4.353754940711463,2019-06-01
96,201807,357.4,82,41,41,1.0,2.0,4.3585365853658535,2018-07-01
96,201808,343.0,77,35,38,1.0857142857142856,2.026315789473684,4.454545454545454,2018-08-01
96,201809,355.2,78,37,39,1.054054054054054,2.0,4.553846153846154,2018-09-01
96,201810,266.2,60,30,30,1.0,2.0,4.4366666666666665,2018-10-01
96,201811,345.2,78,38,39,1.0263157894736843,2.0,4.425641025641026,2018-11-01
96,201812,455.2,102,49,51,1.0408163265306123,2.0,4.462745098039216,2018-12-01
96,201901,374.0,86,39,43,1.1025641025641026,2.0,4.348837209302325,2019-01-01
96,201902,331.0,78,36,39,1.0833333333333333,2.0,4.243589743589744,2019-02-01
96,201903,367.6,82,39,41,1.0512820512820513,2.0,4.482926829268293,2019-03-01
96,201904,388.0,89,40,45,1.125,1.9777777777777779,4.359550561797753,2019-04-01
96,201905,268.7,61,29,31,1.0689655172413792,1.967741935483871,4.404918032786885,2019-05-01
96,201906,239.4,56,28,28,1.0,2.0,4.275,2019-06-01
97,201807,805.8,216,81,108,1.3333333333333333,2.0,3.730555555555555,2018-07-01
97,201808,865.55,258,112,137,1.2232142857142858,1.8832116788321167,3.35484496124031,2018-08-01
97,201809,842.4,242,91,121,1.3296703296703296,2.0,3.4809917355371898,2018-09-01
97,201810,926.6,264,100,132,1.32,2.0,3.5098484848484848,2018-10-01
97,201811,761.6,228,94,114,1.2127659574468086,2.0,3.3403508771929826,2018-11-01
97,201812,794.4,218,96,109,1.1354166666666667,2.0,3.6440366972477065,2018-12-01
97,201901,797.0,230,94,113,1.202127659574468,2.0353982300884956,3.465217391304348,2019-01-01
97,201902,633.6,186,74,93,1.2567567567567568,2.0,3.406451612903226,2019-02-01
97,201903,761.8,216,89,108,1.2134831460674158,2.0,3.5268518518518515,2019-03-01
97,201904,781.2,228,87,114,1.3103448275862069,2.0,3.4263157894736844,2019-04-01
97,201905,823.2,236,98,120,1.2244897959183674,1.9666666666666666,3.4881355932203393,2019-05-01
97,201906,800.0,242,96,117,1.21875,2.0683760683760686,3.3057851239669422,2019-06-01
98,201807,110.6,33,29,30,1.0344827586206897,1.1,3.3515151515151516,2018-07-01
98,201808,86.4,25,23,23,1.0,1.0869565217391304,3.4560000000000004,2018-08-01
98,201809,106.8,32,29,30,1.0344827586206897,1.0666666666666667,3.3375,2018-09-01
98,201810,121.2,35,32,34,1.0625,1.0294117647058822,3.462857142857143,2018-10-01
98,201811,98.7,28,28,28,1.0,1.0,3.525,2018-11-01
98,201812,159.9,43,41,42,1.024390243902439,1.0238095238095237,3.718604651162791,2018-12-01
98,201901,108.5,30,29,29,1.0,1.0344827586206897,3.6166666666666667,2019-01-01
98,201902,100.6,28,25,26,1.04,1.0769230769230769,3.5928571428571425,2019-02-01
98,201903,107.0,31,31,31,1.0,1.0,3.4516129032258065,2019-03-01
98,201904,173.0,48,42,44,1.0476190476190477,1.0909090909090908,3.6041666666666665,2019-04-01
98,201905,156.2,44,40,40,1.0,1.1,3.55,2019-05-01
98,201906,154.0,42,36,37,1.0277777777777777,1.135135135135135,3.6666666666666665,2019-06-01
99,201807,18.5,5,5,5,1.0,1.0,3.7,2018-07-01
99,201808,14.8,4,3,3,1.0,1.3333333333333333,3.7,2018-08-01
99,201809,20.8,8,6,6,1.0,1.3333333333333333,2.6,2018-09-01
99,201810,12.1,4,4,4,1.0,1.0,3.025,2018-10-01
99,201811,17.2,5,4,4,1.0,1.25,3.44,2018-11-01
99,201812,4.2,1,1,1,1.0,1.0,4.2,2018-12-01
99,201901,15.700000000000001,4,4,4,1.0,1.0,3.9250000000000003,2019-01-01
99,201902,20.7,7,7,7,1.0,1.0,2.957142857142857,2019-02-01
99,201903,28.8,8,7,8,1.1428571428571428,1.0,3.6,2019-03-01
99,201904,13.8,5,5,5,1.0,1.0,2.7600000000000002,2019-04-01
99,201905,24.3,7,6,6,1.0,1.1666666666666667,3.4714285714285715,2019-05-01
99,201906,22.8,7,7,7,1.0,1.0,3.257142857142857,2019-06-01
100,201807,948.6,288,107,142,1.3271028037383177,2.028169014084507,3.29375,2018-07-01
100,201808,854.6,248,99,124,1.2525252525252526,2.0,3.445967741935484,2018-08-01
100,201809,896.2,260,100,130,1.3,2.0,3.446923076923077,2018-09-01
100,201810,1012.4,286,104,142,1.3653846153846154,2.0140845070422535,3.53986013986014,2018-10-01
100,201811,776.4,218,85,107,1.2588235294117647,2.0373831775700935,3.561467889908257,2018-11-01
100,201812,952.4,264,104,130,1.25,2.0307692307692307,3.6075757575757574,2018-12-01
100,201901,983.0,280,106,139,1.3113207547169812,2.014388489208633,3.5107142857142857,2019-01-01
100,201902,858.0,240,92,118,1.2826086956521738,2.0338983050847457,3.575,2019-02-01
100,201903,983.8,280,104,139,1.3365384615384615,2.014388489208633,3.5135714285714283,2019-03-01
100,201904,942.6,264,107,131,1.2242990654205608,2.015267175572519,3.5704545454545453,2019-04-01
100,201905,907.9,263,99,132,1.3333333333333333,1.9924242424242424,3.4520912547528515,2019-05-01
100,201906,927.4,270,107,134,1.2523364485981308,2.014925373134328,3.4348148148148145,2019-06-01
101,201807,832.0,236,92,117,1.2717391304347827,2.017094017094017,3.5254237288135593,2018-07-01
101,201808,806.5,219,100,117,1.17,1.8717948717948718,3.682648401826484,2018-08-01
101,201809,823.2,234,91,116,1.2747252747252746,2.0172413793103448,3.5179487179487183,2018-09-01
101,201810,834.0,238,98,119,1.2142857142857142,2.0,3.504201680672269,2018-10-01
101,201811,807.2,226,92,112,1.2173913043478262,2.017857142857143,3.571681415929204,2018-11-01
101,201812,692.6,208,82,102,1.2439024390243902,2.0392156862745097,3.3298076923076922,2018-12-01
101,201901,782.0,232,91,116,1.2747252747252746,2.0,3.3706896551724137,2019-01-01
101,201902,775.4,220,89,109,1.2247191011235956,2.018348623853211,3.5245454545454544,2019-02-01
101,201903,635.4,182,75,91,1.2133333333333334,2.0,3.4912087912087912,2019-03-01
101,201904,751.4,212,87,105,1.206896551724138,2.019047619047619,3.5443396226415094,2019-04-01
